epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,9048.36,1.27143,1.19513,1.56104,0.61955,0.64408,0.65898,0.33444,1.72566,1.41648,1.87997,0.000125031,0.000125031,0.000125031
136,9105.83,1.28436,1.19885,1.56423,0.60956,0.62723,0.6426,0.31914,1.76488,1.43957,1.91502,0.000122025,0.000122025,0.000122025
137,9162.91,1.27548,1.19639,1.56617,0.60804,0.61971,0.63696,0.30973,1.76752,1.45955,1.91971,0.000119206,0.000119206,0.000119206
138,9219.73,1.3014,1.22253,1.58087,0.63069,0.62924,0.6611,0.32642,1.74602,1.40871,1.88846,0.000116577,0.000116577,0.000116577
139,9276.79,1.27016,1.19057,1.55805,0.60858,0.63568,0.64028,0.32188,1.72951,1.42947,1.90636,0.000114138,0.000114138,0.000114138
140,9333.54,1.26154,1.17165,1.54262,0.60716,0.63874,0.64311,0.31792,1.75695,1.42545,1.91301,0.000111889,0.000111889,0.000111889
141,9406.68,1.33736,1.20238,1.6809,0.61604,0.60678,0.62714,0.30989,1.78534,1.41711,1.92668,0.000109834,0.000109834,0.000109834
142,9512.74,1.28825,1.12394,1.6554,0.59138,0.66394,0.64785,0.32503,1.74817,1.38668,1.8944,0.000107971,0.000107971,0.000107971
143,9608.1,1.26298,1.08908,1.6297,0.58504,0.63856,0.63987,0.30702,1.79324,1.44265,1.92505,0.000106302,0.000106302,0.000106302
144,9688.21,1.26198,1.09085,1.63618,0.60344,0.62472,0.6459,0.31826,1.76987,1.43374,1.9185,0.000104827,0.000104827,0.000104827
145,9804.12,1.2654,1.07776,1.64083,0.59391,0.62992,0.63636,0.3095,1.79187,1.44211,1.93613,0.000103548,0.000103548,0.000103548
146,9893.84,1.26847,1.05975,1.65162,0.61711,0.63937,0.65461,0.32397,1.76517,1.39131,1.91668,0.000102465,0.000102465,0.000102465
147,10014,1.24244,1.0482,1.61888,0.58487,0.64229,0.64613,0.31571,1.76858,1.43372,1.92858,0.000101578,0.000101578,0.000101578
148,10071.6,1.24178,1.06065,1.62737,0.59368,0.61906,0.63087,0.31194,1.75642,1.43868,1.91952,0.000100888,0.000100888,0.000100888
149,10130.4,1.2253,1.04858,1.6297,0.59026,0.65141,0.6486,0.32263,1.75487,1.40467,1.91735,0.000100395,0.000100395,0.000100395
150,10188.5,1.24054,1.04764,1.62206,0.5784,0.62848,0.63529,0.31892,1.76014,1.43701,1.91247,0.000100099,0.000100099,0.000100099
